date,permit_number,sequence_number,input_order,inspection_type,address,permit,result,inspector,result_clean,inspection_clean,zip
2025-06-05,2025029582,2,59,ROOF TRUSS/PERM BRACING/SHEATH,11978 SW 210 ST,BLDG,NOT INSPECTED,Pedro Clemente,OTHER,Roof,33177
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025038159,2,108,FINAL,679 NW 123 PL,ROOF,NOT INSPECTED,Jhoan Hernandez,OTHER,Final,33182
2025-06-05,2025025157,10,211,SLAB,170 NW 162 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Slab/Foundation,33169
2025-06-05,2024001790,0,5,RECERTIFICATION SELECTED QA,14050 SW 84 ST,ELET,NOT INSPECTED,Rolando Rosales,OTHER,Administrative/Other,32608
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025046200,1,8,ROUGH,19407 SW 340 ST,MECH,NOT INSPECTED,Mario Fontela  Jr,OTHER,Rough/Structural,33034
2025-06-05,2024071812,1,4,FINAL,1 MIAD TERMINAL E-2ND LEVEL,BLDG,NOT INSPECTED,Saleem Koliwala,OTHER,Final,33142
2025-06-05,2025020359,2,33,FINAL,6703 NW 7 ST,MECH,NOT INSPECTED,Luigi Chinea,OTHER,Final,33126
2025-06-05,2024004956,2,135,ROUGH,2660 NE 192 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025045783,2,105,FINAL,220 SW 80 AVE,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,34481
2025-06-05,2024029217,1,95,FINAL,1055 SW 70 AVE 3,ELEC,NOT INSPECTED,Edgar Loiseau,OTHER,Final,33317
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025042466,1,47,FINAL,10011 SW 7 ST,PLUM,NOT INSPECTED,Lazaro Chavez,OTHER,Final,33174
2025-06-05,2024009018,1,20,FINAL,12239 SW 203 ST,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33177
2025-06-05,2021014660,1,60,PRESSURE TEST,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Plumbing/Pool/Service,33180
2025-06-05,2025042548,1,28,FENCE FOUNDATION,29635 SW 158 PL,BLDG,NOT INSPECTED,Pedro Clemente,OTHER,Slab/Foundation,33033
2025-06-05,2024068164,2,43,FINAL,4231 SW 10 ST,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Final,33442
2025-06-05,2025023170,9,19,ROOF TRUSS/PERM BRACING/SHEATH,30676 SW 192 AVE,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Roof,33030
2025-06-05,2024054759,2,17,FINAL,12805 SW 246 TER,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2024017511,1,171,LATHING/FIREWALL/DRYWALL INSPE,1611 NW 12 AVE,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33136
2025-06-05,2024071997,3,95,FINAL,2780 SW 87 AVE,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33165
2025-06-05,2024038271,2,32,FINAL,13841 SW 252 ST,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2025045208,3,49,FINAL,2986 NW 51 ST,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Final,33142
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2024073509,2,12,FINAL,14705 DUNBAR DR,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Final,33176
2025-06-05,2025000346,5,70,INSULATION INSPECTIONS,11270 SW 187 ST,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Framing/Drywall,33157
2025-06-05,2025022574,1,8,BEFORE ANCHOR SHEET IS COVERED,10473 SW 78 ST,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Pre-Construction/Anchors,33173
2025-06-05,2025040764,2,54,FRAMING/FIRE STOPPING WINDOWS,23238 SW 119 AVE,BLDG,NOT INSPECTED,Pedro Clemente,OTHER,Framing/Drywall,32618
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025043048,3,77,FINAL,12732 SW 61 TER,ROOF,NOT INSPECTED,Russell Van  Baush,OTHER,Final,33183
2025-06-05,2022018665,1,39,FINAL,16580 SW 146 CT,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Final,33177
2025-06-05,2025041498,1,16,FINAL,20780 SW 129 CT,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33177
2025-06-05,2025042195,7,4,TIME OF INSTALLATION,8301 SW 102 AVE,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Pre-Construction/Anchors,33173
2025-06-05,2025046025,1,11,CAP SHEET INSTALLATION,21360 SW 236 ST,ROOF,NOT INSPECTED,Felix Gonzalez,OTHER,Roof,33031
2025-06-05,2025037940,8,136,FINAL,1803 NW 114 ST,ELEC,NOT INSPECTED,Edgar Loiseau,OTHER,Final,33167
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024024030,14,103,ROOF TRUSS/PERM BRACING/SHEATH,11400 SW 82 AVE,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Roof,33156
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025043729,2,84,FINAL,11455 SW 47 TER,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33165
2025-06-05,2025027831,2,83,FRAMING/FIRE STOPPING WINDOWS,14685 DUNBAR DR,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Framing/Drywall,33176
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025027880,2,219,TIE BEAM/REINFORCING,2550 NE 200 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Slab/Foundation,33180
2025-06-05,2025048054,6,22,FINAL,10121 W JESSAMINE ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33157
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025049239,6,34,BEFORE ANCHOR SHEET IS COVERED,16202 SW 147 PL,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Pre-Construction/Anchors,33193
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2023051932,4,6,FINAL,1 MIAD N TERMINAL,ELEC,NOT INSPECTED,Robert Cutie,OTHER,Final,33122
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025038159,2,108,FINAL,679 NW 123 PL,ROOF,NOT INSPECTED,Jhoan Hernandez,OTHER,Final,33182
2025-06-05,2025034668,6,187,LATHING/FIREWALL/DRYWALL INSPE,16847 NW 67 AVE,BLDG,NOT INSPECTED,Hugo Morales,OTHER,Framing/Drywall,33015
2025-06-05,2024001790,0,4,RECERTIFICATION SELECTED QA,14050 SW 84 ST,STRT,NOT INSPECTED,Antonio Canelas,OTHER,Administrative/Other,32608
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025045883,6,57,CAP SHEET INSTALLATION,11432 SW 151 PATH,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Roof,33196
2025-06-05,2024004956,2,135,ROUGH,2660 NE 192 TER,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Rough/Structural,33180
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025029706,2,230,SLAB,17772 NW 59 AVE,BLDG,NOT INSPECTED,Bldg Inspector,OTHER,Slab/Foundation,32058
2025-06-05,2025042557,7,98,FINAL,10011 SW 7 ST,ELEC,NOT INSPECTED,Edgar Loiseau,OTHER,Final,33174
2025-06-05,2025047966,5,3,TIME OF INSTALLATION,18591 SW 354 TER,ROOF,NOT INSPECTED,Felix Gonzalez,OTHER,Pre-Construction/Anchors,33034
2025-06-05,2025034490,1,17,FINAL,13251 SW 188 TER,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33177
2025-06-05,2024038271,2,32,FINAL,13841 SW 252 ST,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2024072937,5,101,FINAL,7331 NW 27 AVE,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Final,33147
2025-06-05,2024060411,1,68,FINAL,1902 S DIXIE HWY,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Final,33133
2025-06-05,2024038271,2,32,FINAL,13841 SW 252 ST,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2024054764,3,18,FINAL,12805 SW 246 TER,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2021014660,1,60,PRESSURE TEST,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Plumbing/Pool/Service,33180
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025047375,5,136,TILE PLACING (INTERMEDIATE),18124 NW 63 CT,ROOF,NOT INSPECTED,Joel Grillo,OTHER,Framing/Drywall,33015
2025-06-05,2019009516,1,14,ROUGH/SLAB,16513 SW 298 TER,ELEC,NOT INSPECTED,Rey Rubio,OTHER,Rough/Structural,33033
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025022574,1,8,BEFORE ANCHOR SHEET IS COVERED,10473 SW 78 ST,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Pre-Construction/Anchors,33173
2025-06-05,2024073509,2,12,FINAL,14705 DUNBAR DR,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Final,33176
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025032539,3,81,FINAL,11510 SW 141 ST,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Final,33176
2025-06-05,2025043048,3,77,FINAL,12732 SW 61 TER,ROOF,NOT INSPECTED,Russell Van  Baush,OTHER,Final,33183
2025-06-05,2024054759,2,17,FINAL,12805 SW 246 TER,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2025026403,4,6,FINAL,5871 SW 42 TER,PLUM,NOT INSPECTED,Barnette  K Gunn,OTHER,Final,33155
2025-06-05,2025042195,6,3,BEFORE ANCHOR SHEET IS COVERED,8301 SW 102 AVE,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Pre-Construction/Anchors,33173
2025-06-05,2025048075,8,4,FENCE FOUNDATION,2823 SW 149 AVE,BLDG,NOT INSPECTED,Carlos Bolanos,OTHER,Slab/Foundation,33027
2025-06-05,2025029748,5,7,ROUGH,5800 SW 52 TER,PLUM,NOT INSPECTED,Barnette  K Gunn,OTHER,Rough/Structural,32667
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024071997,3,95,FINAL,2780 SW 87 AVE,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33165
2025-06-05,2025043729,2,84,FINAL,11455 SW 47 TER,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33165
2025-06-05,2024024030,14,103,ROOF TRUSS/PERM BRACING/SHEATH,11400 SW 82 AVE,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Roof,33156
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025043856,6,11,FENCE FOUNDATION,13845 SW 30 ST,BLDG,NOT INSPECTED,Carlos Bolanos,OTHER,Slab/Foundation,33175
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2022018665,1,39,FINAL,16580 SW 146 CT,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Final,33177
2025-06-05,2025031897,1,52,FINAL,13253 SW 252 LN,BLDG,NOT INSPECTED,Pedro Clemente,OTHER,Final,33032
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025034838,4,15,SLAB,5890 SW 79 CT,BLDG,NOT INSPECTED,Felix Barrios,OTHER,Slab/Foundation,34474
2025-06-05,2025048054,6,22,FINAL,10121 W JESSAMINE ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Final,33157
2025-06-05,2025042925,1,149,TIME OF INSTALLATION,14223 SW 101 LN,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Pre-Construction/Anchors,33186
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2023073564,1,113,FINAL,8249 NW 70 ST,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Final,33166
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025005581,2,1,FINAL,29421 SW 152 AVE,MECH,NOT INSPECTED,Mario Fontela  Jr,OTHER,Final,33033
2025-06-05,2025033028,1,15,SEWER AND RELAY/WATER SERVICE,1 OPF 4101 NW 145 ST,PLUM,NOT INSPECTED,Alexander Blanco,OTHER,Plumbing/Pool/Service,33054
2025-06-05,2025047250,1,101,BEFORE ANCHOR SHEET IS COVERED,2135 SW 123 CT,ROOF,NOT INSPECTED,Jhoan Hernandez,OTHER,Pre-Construction/Anchors,33175
2025-06-05,2021014660,1,60,PRESSURE TEST,2421 NE 201 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Plumbing/Pool/Service,33180
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2023028930,11,106,FINAL,10950 SW 82 AVE,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Final,33156
2025-06-05,2025047608,3,106,BEFORE ANCHOR SHEET IS COVERED,410 SW 128 AVE,ROOF,NOT INSPECTED,Jhoan Hernandez,OTHER,Pre-Construction/Anchors,33184
2025-06-05,2025010984,3,7,FRAMING/FIRE STOPPING WINDOWS,14992 SW 21 TER,BLDG,NOT INSPECTED,Carlos Bolanos,OTHER,Framing/Drywall,34473
2025-06-05,2025035503,1,60,FINAL,11470 SW 215 ST,BLDG,NOT INSPECTED,Pedro Clemente,OTHER,Final,33189
2025-06-05,2025048831,9,178,SLAB,7347 NW 56 ST 7347,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Slab/Foundation,33178
2025-06-05,2025044934,1,140,TIME OF INSTALLATION,13740 SW 12 ST,ROOF,NOT INSPECTED,Jhoan Hernandez,OTHER,Pre-Construction/Anchors,33184
2025-06-05,2025043075,18,203,LATHING/FIREWALL/DRYWALL INSPE,1700 NE 191 ST 303,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Framing/Drywall,33179
2025-06-05,2025047966,4,4,BEFORE ANCHOR SHEET IS COVERED,18591 SW 354 TER,ROOF,NOT INSPECTED,Felix Gonzalez,OTHER,Pre-Construction/Anchors,33034
2025-06-05,2024038271,2,32,FINAL,13841 SW 252 ST,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025049345,2,8,ROUGH,1 MIA NORTH TERM D FOOD COURT,ELEC,NOT INSPECTED,Robert Cutie,OTHER,Rough/Structural,33142
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025035001,11,19,FINAL,22920 SW 130 AVE,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2025028640,4,80,TIE BEAM/REINFORCING,11550 LOUIS ST,BLDG,NOT INSPECTED,Roger Andrade,OTHER,Slab/Foundation,33176
2025-06-05,2024054222,1,138,ROUGH,3802 RUIZ AVE,ELEC,NOT INSPECTED,Edgar Loiseau,OTHER,Rough/Structural,33852
2025-06-05,2025022731,1,120,FINAL,650 NE 149 ST,ROOF,NOT INSPECTED,Vincent Carr,OTHER,Final,33161
2025-06-05,2025040538,6,64,LATHING/FIREWALL/DRYWALL INSPE,13784 SW 149 CIRCLE LN 3-73,BLDG,NOT INSPECTED,Peter Bolt,OTHER,Framing/Drywall,33186
2025-06-05,2024073509,2,12,FINAL,14705 DUNBAR DR,ELEC,NOT INSPECTED,Alejandro Ordonez,OTHER,Final,33176
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025042635,8,15,FINAL,8140 SW 63 PL,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Final,33143
2025-06-05,2024054759,2,17,FINAL,12805 SW 246 TER,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2025038061,1,86,FINAL,12025 SW 43 ST,ROOF,NOT INSPECTED,Russell Van  Baush,OTHER,Final,33175
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025049424,1,3,FINAL,22135 SW 260 ST,ELEC,NOT INSPECTED,Rey Rubio,OTHER,Final,33031
2025-06-05,2024060411,1,68,FINAL,1902 S DIXIE HWY,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Final,33133
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024071997,3,95,FINAL,2780 SW 87 AVE,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,33165
2025-06-05,2025044848,3,48,CAP SHEET INSTALLATION,10420 SW 115 ST,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Roof,34481
2025-06-05,2025047420,14,100,FINAL,6554 SW 31 ST,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Final,32052
2025-06-05,2025022574,1,8,BEFORE ANCHOR SHEET IS COVERED,10473 SW 78 ST,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Pre-Construction/Anchors,33173
2025-06-05,2025023218,2,43,ROUGH,630 NE 166 ST,MECH,NOT INSPECTED,Eusebio Aguilar-Godoy,OTHER,Rough/Structural,33162
2025-06-05,2022018665,1,39,FINAL,16580 SW 146 CT,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Final,33177
2025-06-05,2024072864,8,186,LATHING/FIREWALL/DRYWALL INSPE,4870 NW 183 ST,BLDG,NOT INSPECTED,Hugo Morales,OTHER,Framing/Drywall,33055
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025026265,1,56,FINAL,22790 SW 112 AVE,BLDG,NOT INSPECTED,Pedro Clemente,OTHER,Final,33170
2025-06-05,2025047288,4,14,BEFORE ANCHOR SHEET IS COVERED,20212 SW 128 CT,ROOF,NOT INSPECTED,Everildo Perez,OTHER,Pre-Construction/Anchors,33177
2025-06-05,2025046902,5,79,TIME OF INSTALLATION,6381 SW 49 ST,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Pre-Construction/Anchors,33155
2025-06-05,2025025157,10,211,SLAB,170 NW 162 ST,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Slab/Foundation,33169
2025-06-05,2023073564,1,113,FINAL,8249 NW 70 ST,ELEC,NOT INSPECTED,Gizelle Andrews,OTHER,Final,33166
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2025024588,8,111,SLAB,12841 SW 2 ST,ELEC,NOT INSPECTED,Rolando Rosales,OTHER,Slab/Foundation,33184
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2024038271,2,32,FINAL,13841 SW 252 ST,ELEC,NOT INSPECTED,Ronald Smith,OTHER,Final,33032
2025-06-05,2016066233,1,80,FINAL,5946 SW 85 AVE,ELEC,NOT INSPECTED,Elton Suarez,OTHER,Final,33143
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
2025-06-05,2025022695,3,190,FINAL,17101 NW 85 AVE,BLDG,NOT INSPECTED,Hugo Morales,OTHER,Final,33015
2025-06-05,2025019519,1,109,FINAL,3231 NW 48 TER,ROOF,NOT INSPECTED,Vincent Carr,OTHER,Final,33313
2025-06-05,2025026074,4,64,FINAL,8946 NW 176 LN,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33018
2025-06-05,2025005479,1,55,BUCK AND FASTENER,25405 SW 109 AVE,BLDG,NOT INSPECTED,Pedro Clemente,OTHER,Pre-Construction/Anchors,33032
2025-06-05,2024076029,3,2,FINAL,10320 SW 40 TER,PLUM,NOT INSPECTED,Barnette  K Gunn,OTHER,Final,33165
2025-06-05,2025002615,0,1,C/O,5911 NW 173 DR UNIT #26,ZONE,NOT INSPECTED,Marnisha Dingle,OTHER,Occupancy Cert.,33015
2025-06-05,2025028121,1,220,FINAL,19910 NE 2 CT,BLDG,NOT INSPECTED,Alexander Bedoya,OTHER,Final,33161
2025-06-05,1993062485,3,93,EXPIRED PERMIT CHECK,14328 SW 103 TER,BLDG,NOT INSPECTED,Angel Castro,OTHER,Administrative/Other,33186
2025-06-05,2024027144,6,3,FINAL,19119 SW 344 TERR,MECH,NOT INSPECTED,Mario Fontela  Jr,OTHER,Final,33034
2025-06-05,2024060411,1,68,FINAL,1902 S DIXIE HWY,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Final,33133
2025-06-05,2024054222,1,138,ROUGH,3802 RUIZ AVE,ELEC,NOT INSPECTED,Edgar Loiseau,OTHER,Rough/Structural,33852
2025-06-05,2025042756,10,94,CAP SHEET INSTALLATION,3501 SW 87 PL,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Roof,33165
2025-06-05,2025042635,8,15,FINAL,8140 SW 63 PL,ROOF,NOT INSPECTED,Christopher Suleman,OTHER,Final,33143
2025-06-05,2024054761,2,7,ROUGH,24750 SW 128 AVE,PLUM,NOT INSPECTED,Horacio Cruz,OTHER,Rough/Structural,33170
2025-06-05,2025044368,3,85,BEFORE ANCHOR SHEET IS COVERED,11442 SW 40 TER,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Pre-Construction/Anchors,33165
2025-06-05,2025046902,4,80,BEFORE ANCHOR SHEET IS COVERED,6381 SW 49 ST,ROOF,NOT INSPECTED,Miguel Toledo,OTHER,Pre-Construction/Anchors,33155
2025-06-05,2024022578,1,46,ROUGH,1611 NW 12 AVE,PLUM,NOT INSPECTED,Kevin OConnor,OTHER,Rough/Structural,33136
2025-06-05,2024021165,3,105,FINAL,1340 NW 103 ST,ELEC,NOT INSPECTED,Lawrence Molina,OTHER,Final,33147
2025-06-05,2025037811,3,145,FINAL,8417 SW 161 PL,ROOF,NOT INSPECTED,Russell Van  Baush,OTHER,Final,33193
2025-06-05,2025017049,10,1,FRAMING/FIRE STOPPING WINDOWS,8405 HAMMOCKS BLVD,BLDG,NOT INSPECTED,Carlos Bolanos,OTHER,Framing/Drywall,33193
2025-06-05,2025015863,3,65,FINAL,18600 NW 87 AVE,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33015
2025-06-05,2025026988,1,134,BEFORE ANCHOR SHEET IS COVERED,5415 NW 197 LN,ROOF,NOT INSPECTED,Joel Grillo,OTHER,Pre-Construction/Anchors,33055
2025-06-05,2025049239,5,35,CAP SHEET INSTALLATION,16202 SW 147 PL,ROOF,NOT INSPECTED,Jhan Pineiro  Bernal,OTHER,Roof,33193
2025-06-05,2025002618,0,1,C/O,1320 NE 118 ST,ZONE,NOT INSPECTED,Andres Borges,OTHER,Occupancy Cert.,33161
2025-06-05,2025015863,3,65,FINAL,18600 NW 87 AVE,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Final,33015
2025-06-05,2024043902,2,17,CANCELLATION REQ/VERIFY WORK,13270 SW 68 ST,BLDG,NOT INSPECTED,Carlos Bolanos,OTHER,Administrative/Other,33183
2025-06-05,2024052867,3,58,ROUGH,2335 NE 186 ST,PLUM,NOT INSPECTED,Anthony Trujillo,OTHER,Rough/Structural,33180
